Corridor,Census_tract,GEOID,Population,Median household income,Per capita income,Poverty count,Poverty rate,Unemployment rate,"# employed, age 16+",Unemployment count,# persons age 25+ graduated high school,# persons age 25+ with Bachelor's degree,Median age,Pop. white,Pop. Black,Pop. 2 or more races,Pop. Hispanic origin,Pop. Asian,Total pop. in occupied housing units by tenure,Total owner-occupied units,Total renter-occupied units,Pop. <18 years,Pop. working age,Pop. 65+ years,Year
Highlandtown,10200,24510010200,3332.0,96171.0,43737.0,354.0,10.6,0.9,2242.0,29.0,315.0,988.0,31.3,2742.0,393.0,21.0,246.0,29.0,2575.0,1119.0,322.0,436.0,2701.0,195.0,2016
Brooklyn,20300,24510020300,3827.0,100778.0,80498.0,307.0,8.0,2.5,2901.0,95.0,248.0,1301.0,34.7,3327.0,69.0,198.0,280.0,233.0,1791.0,845.0,1205.0,191.0,3331.0,305.0,2016
E Monument St,40100,24510040100,3868.0,55277.0,44017.0,1028.0,26.6,2.7,2506.0,106.0,269.0,1145.0,28.9,2123.0,575.0,96.0,288.0,786.0,183.0,115.0,2114.0,159.0,3608.0,101.0,2016
Hamilton Lauraville,40200,24510040200,835.0,52361.0,20935.0,103.0,12.3,1.6,385.0,13.0,16.0,175.0,24.4,396.0,278.0,16.0,44.0,113.0,0.0,0.0,259.0,23.0,790.0,22.0,2016
E Monument St,60200,24510060200,3198.0,65294.0,28985.0,757.0,23.7,6.9,1672.0,221.0,403.0,537.0,30.7,1679.0,1340.0,141.0,505.0,7.0,1302.0,509.0,639.0,757.0,2240.0,201.0,2016
E Monument St,60300,24510060300,1944.0,54567.0,32482.0,438.0,22.5,4.2,1061.0,82.0,180.0,339.0,31.2,878.0,899.0,96.0,164.0,60.0,699.0,364.0,419.0,424.0,1393.0,127.0,2016
Waverly,60400,24510060400,1295.0,40806.0,32233.0,285.0,22.0,4.2,673.0,54.0,251.0,237.0,43.5,332.0,895.0,3.0,23.0,45.0,402.0,186.0,510.0,85.0,991.0,219.0,2016
E Monument St,70100,24510070100,3180.0,39141.0,13467.0,1141.0,35.9,9.4,1102.0,300.0,587.0,86.0,27.1,195.0,2828.0,6.0,383.0,0.0,720.0,279.0,523.0,1043.0,1930.0,207.0,2016
E Monument St,70200,24510070200,3023.0,27308.0,14309.0,1317.0,43.6,12.9,915.0,389.0,478.0,71.0,27.2,31.0,2877.0,11.0,196.0,7.0,802.0,283.0,739.0,852.0,1969.0,202.0,2016
E Monument St,70300,24510070300,793.0,22361.0,13975.0,425.0,53.6,6.3,257.0,50.0,153.0,31.0,34.5,99.0,694.0,0.0,79.0,0.0,327.0,118.0,158.0,249.0,470.0,74.0,2016
E Monument St,70400,24510070400,1343.0,16744.0,14771.0,637.0,47.4,4.2,428.0,56.0,149.0,95.0,29.6,89.0,1140.0,0.0,15.0,114.0,182.0,63.0,591.0,288.0,847.0,208.0,2016
Belair Rd,80101,24510080101,4080.0,59051.0,26183.0,597.0,14.6,5.6,1827.0,227.0,912.0,433.0,34.3,922.0,2886.0,222.0,52.0,32.0,2113.0,774.0,524.0,1249.0,2523.0,308.0,2016
Belair Rd,80102,24510080102,2087.0,35132.0,14965.0,579.0,27.7,5.2,817.0,108.0,533.0,71.0,33.1,29.0,2047.0,0.0,0.0,11.0,1015.0,330.0,362.0,590.0,1367.0,130.0,2016
Hampden,80200,24510080200,1541.0,27237.0,17949.0,375.0,24.3,9.8,541.0,151.0,278.0,13.0,42.0,70.0,1471.0,0.0,0.0,0.0,730.0,213.0,395.0,324.0,952.0,265.0,2016
E Monument St,80301,24510080301,1600.0,36958.0,19373.0,355.0,22.2,9.1,568.0,146.0,390.0,25.0,42.6,19.0,1558.0,6.0,0.0,11.0,561.0,232.0,343.0,378.0,976.0,246.0,2016
E Monument St,80400,24510080400,1176.0,17150.0,12061.0,602.0,51.2,11.3,322.0,133.0,275.0,44.0,35.5,157.0,1014.0,5.0,94.0,0.0,239.0,104.0,265.0,313.0,696.0,167.0,2016
E Monument St,80800,24510080800,1321.0,-666666666.0,12964.0,651.0,49.3,5.6,288.0,74.0,198.0,38.0,21.3,76.0,1182.0,0.0,68.0,0.0,193.0,79.0,359.0,632.0,636.0,53.0,2016
E Monument St,90100,24510090100,3950.0,44414.0,25706.0,807.0,20.4,5.2,1876.0,205.0,735.0,316.0,40.3,613.0,3210.0,89.0,131.0,16.0,2282.0,977.0,726.0,678.0,2658.0,614.0,2016
Waverly,90300,24510090300,4109.0,35804.0,25384.0,980.0,23.9,6.1,1781.0,250.0,601.0,548.0,45.0,756.0,2881.0,69.0,138.0,160.0,2256.0,935.0,976.0,579.0,2626.0,904.0,2016
Waverly,90400,24510090400,1693.0,31723.0,17074.0,516.0,30.5,5.0,733.0,84.0,424.0,56.0,31.8,157.0,1471.0,45.0,113.0,0.0,417.0,175.0,457.0,495.0,1071.0,127.0,2016
Waverly,90500,24510090500,2172.0,40222.0,19788.0,348.0,16.0,6.7,912.0,146.0,567.0,143.0,31.4,305.0,1806.0,51.0,0.0,10.0,1013.0,350.0,364.0,490.0,1498.0,184.0,2016
North Ave,90800,24510090800,2750.0,27163.0,15228.0,1009.0,36.7,14.0,910.0,386.0,609.0,109.0,39.9,89.0,2526.0,97.0,59.0,38.0,1435.0,498.0,533.0,479.0,1936.0,335.0,2016
Belair Rd,100200,24510100200,2733.0,14307.0,12318.0,1034.0,37.8,3.7,744.0,101.0,326.0,82.0,30.2,57.0,2665.0,0.0,11.0,0.0,126.0,90.0,1025.0,660.0,1685.0,388.0,2016
Waverly,110100,24510110100,3315.0,47397.0,35129.0,699.0,21.1,3.7,2547.0,124.0,124.0,654.0,29.0,2154.0,615.0,129.0,159.0,340.0,501.0,278.0,1651.0,53.0,3058.0,204.0,2016
Penn Ave,110200,24510110200,5547.0,40925.0,41650.0,1025.0,18.5,1.9,3686.0,104.0,465.0,1279.0,31.8,3428.0,1296.0,94.0,404.0,419.0,799.0,451.0,3276.0,140.0,4670.0,737.0,2016
Park Heights,120100,24510120100,4531.0,62685.0,62457.0,804.0,17.7,2.8,2339.0,129.0,376.0,836.0,40.6,2966.0,455.0,254.0,165.0,747.0,2322.0,1199.0,1237.0,336.0,3113.0,1082.0,2016
Waverly,120201,24510120201,1983.0,65938.0,43663.0,426.0,21.5,3.9,1177.0,77.0,186.0,435.0,31.8,1321.0,343.0,175.0,39.0,125.0,1053.0,516.0,348.0,208.0,1615.0,160.0,2016
Waverly,120202,24510120202,6155.0,35000.0,17204.0,1169.0,19.0,1.4,2302.0,84.0,13.0,748.0,21.6,3589.0,577.0,292.0,387.0,1638.0,730.0,335.0,1437.0,179.0,5794.0,182.0,2016
Waverly,120300,24510120300,3843.0,42093.0,25663.0,1128.0,29.4,7.8,1819.0,301.0,559.0,572.0,31.5,1348.0,1928.0,257.0,136.0,177.0,1320.0,564.0,1050.0,749.0,2836.0,258.0,2016
Penn Ave,120400,24510120400,1786.0,32917.0,20204.0,762.0,42.7,4.4,655.0,79.0,277.0,172.0,28.8,329.0,1428.0,6.0,32.0,13.0,368.0,149.0,496.0,510.0,1138.0,138.0,2016
Penn Ave,120700,24510120700,2341.0,55972.0,29300.0,406.0,17.3,11.3,1253.0,264.0,313.0,410.0,35.5,1425.0,554.0,47.0,85.0,286.0,1143.0,480.0,516.0,342.0,1830.0,169.0,2016
E Monument St,130100,24510130100,2650.0,24838.0,23393.0,892.0,33.7,5.3,1006.0,141.0,508.0,341.0,41.9,382.0,2142.0,57.0,51.0,18.0,785.0,302.0,1135.0,459.0,1874.0,317.0,2016
Penn Ave,130300,24510130300,2159.0,31855.0,17704.0,712.0,33.0,8.8,713.0,190.0,380.0,172.0,35.3,82.0,2032.0,8.0,23.0,37.0,975.0,383.0,453.0,642.0,1283.0,234.0,2016
Brooklyn,130400,24510130400,2352.0,35208.0,17989.0,715.0,30.4,8.6,898.0,202.0,605.0,95.0,32.6,93.0,2138.0,15.0,93.0,1.0,817.0,312.0,531.0,502.0,1615.0,235.0,2016
Hampden,130600,24510130600,3893.0,66385.0,39730.0,404.0,10.4,2.0,2704.0,77.0,279.0,924.0,33.6,3274.0,259.0,99.0,150.0,232.0,2149.0,990.0,765.0,493.0,3132.0,268.0,2016
Hampden,130700,24510130700,4922.0,59300.0,39515.0,277.0,5.6,1.8,2696.0,90.0,568.0,1217.0,37.8,4078.0,331.0,205.0,218.0,293.0,2391.0,1097.0,1335.0,644.0,3078.0,1200.0,2016
Hampden,130804,24510130804,1854.0,60862.0,36725.0,289.0,15.6,6.1,1213.0,114.0,261.0,364.0,32.3,1696.0,126.0,9.0,52.0,14.0,916.0,438.0,432.0,254.0,1480.0,120.0,2016
Penn Ave,140200,24510140200,2592.0,18929.0,12402.0,1467.0,56.6,3.2,716.0,84.0,352.0,140.0,22.4,105.0,2457.0,30.0,21.0,0.0,400.0,110.0,790.0,1164.0,1293.0,135.0,2016
Penn Ave,140300,24510140300,2832.0,23969.0,14857.0,1204.0,42.5,4.9,957.0,139.0,507.0,180.0,32.6,135.0,2579.0,9.0,27.0,71.0,778.0,270.0,761.0,738.0,1834.0,260.0,2016
Penn Ave,150100,24510150100,3098.0,19043.0,14443.0,1466.0,47.3,8.8,783.0,273.0,531.0,57.0,32.5,5.0,3023.0,41.0,0.0,29.0,1206.0,350.0,755.0,849.0,1860.0,389.0,2016
Pigtown,150400,24510150400,4240.0,35980.0,14155.0,593.0,14.0,9.6,1352.0,405.0,797.0,147.0,30.7,52.0,3995.0,142.0,14.0,22.0,1066.0,340.0,805.0,650.0,2975.0,615.0,2016
North Ave,150600,24510150600,2733.0,26455.0,15541.0,799.0,29.2,9.1,930.0,248.0,597.0,87.0,38.9,89.0,2644.0,0.0,0.0,0.0,989.0,310.0,716.0,576.0,1747.0,410.0,2016
North Ave,150702,24510150702,2191.0,38654.0,22118.0,513.0,23.4,6.6,959.0,144.0,395.0,223.0,38.9,25.0,2100.0,48.0,12.0,0.0,1265.0,538.0,350.0,454.0,1417.0,320.0,2016
Penn Ave,150800,24510150800,4371.0,33871.0,23735.0,1108.0,25.3,4.9,1565.0,216.0,1156.0,320.0,38.3,29.0,4194.0,138.0,52.0,0.0,2191.0,774.0,986.0,1023.0,2677.0,671.0,2016
Park Heights,151300,24510151300,4606.0,27835.0,12943.0,2015.0,43.7,7.8,1416.0,361.0,1011.0,140.0,37.3,258.0,4251.0,59.0,178.0,32.0,2015.0,675.0,862.0,1244.0,2946.0,416.0,2016
Penn Ave,160100,24510160100,2351.0,21700.0,17854.0,905.0,38.5,6.8,805.0,160.0,449.0,91.0,45.3,43.0,2113.0,84.0,18.0,22.0,1182.0,379.0,703.0,378.0,1629.0,344.0,2016
Penn Ave,160200,24510160200,2469.0,28409.0,17256.0,732.0,29.6,7.4,941.0,183.0,665.0,52.0,35.8,13.0,2456.0,0.0,3.0,0.0,1220.0,393.0,483.0,672.0,1504.0,293.0,2016
Penn Ave,160400,24510160400,2795.0,25598.0,13523.0,1053.0,37.7,5.6,994.0,157.0,540.0,7.0,29.6,14.0,2732.0,11.0,0.0,6.0,807.0,317.0,480.0,889.0,1625.0,281.0,2016
Pimlico,160600,24510160600,3054.0,31250.0,21044.0,1093.0,35.8,7.2,1069.0,219.0,644.0,153.0,40.5,53.0,2921.0,3.0,91.0,31.0,1311.0,504.0,625.0,665.0,2007.0,382.0,2016
Pigtown,160700,24510160700,4193.0,32064.0,16246.0,1558.0,37.2,8.7,1592.0,366.0,930.0,258.0,30.7,64.0,4078.0,51.0,40.0,0.0,1553.0,633.0,921.0,1077.0,2629.0,487.0,2016
Waverly,170100,24510170100,1594.0,27321.0,24335.0,429.0,26.9,4.0,840.0,63.0,190.0,216.0,39.1,454.0,1051.0,28.0,31.0,14.0,272.0,155.0,829.0,190.0,1230.0,174.0,2016
Penn Ave,170200,24510170200,3001.0,13495.0,10046.0,1560.0,52.0,5.9,709.0,176.0,417.0,101.0,29.0,205.0,2675.0,63.0,6.0,58.0,308.0,70.0,1248.0,856.0,1774.0,371.0,2016
Penn Ave,170300,24510170300,1827.0,23011.0,19244.0,567.0,31.0,9.9,710.0,180.0,242.0,113.0,38.0,22.0,1745.0,18.0,8.0,42.0,720.0,293.0,468.0,411.0,1148.0,268.0,2016
Greektown,180100,24510180100,2280.0,15270.0,7989.0,1336.0,58.6,8.6,524.0,195.0,397.0,7.0,21.8,46.0,2215.0,0.0,55.0,0.0,131.0,80.0,872.0,1004.0,1130.0,146.0,2016
Penn Ave,180200,24510180200,963.0,22981.0,14991.0,339.0,35.2,10.8,313.0,104.0,191.0,53.0,46.8,96.0,822.0,28.0,27.0,17.0,250.0,101.0,290.0,171.0,596.0,196.0,2016
Pigtown,180300,24510180300,1820.0,32917.0,25557.0,658.0,36.2,6.6,1054.0,121.0,321.0,224.0,31.7,644.0,1070.0,55.0,21.0,51.0,411.0,252.0,655.0,241.0,1538.0,41.0,2016
North Ave,190300,24510190300,2372.0,23169.0,17077.0,835.0,35.2,5.8,919.0,137.0,514.0,117.0,33.6,547.0,1532.0,15.0,222.0,106.0,587.0,230.0,643.0,525.0,1679.0,168.0,2016
E Monument St,200300,24510200300,1744.0,22386.0,11402.0,763.0,43.8,7.5,447.0,130.0,306.0,22.0,28.8,219.0,1265.0,99.0,121.0,21.0,324.0,95.0,430.0,655.0,968.0,121.0,2016
Penn Ave,200600,24510200600,2604.0,37218.0,17796.0,726.0,27.9,8.4,1042.0,218.0,567.0,82.0,36.1,863.0,1530.0,205.0,89.0,0.0,1330.0,518.0,339.0,516.0,1714.0,374.0,2016
North Ave,200701,24510200701,5109.0,36750.0,16434.0,1366.0,26.7,11.5,1519.0,588.0,914.0,142.0,39.1,87.0,4869.0,152.0,118.0,0.0,1950.0,821.0,1051.0,1336.0,2985.0,788.0,2016
Irvington,200702,24510200702,1049.0,22083.0,12587.0,415.0,39.6,10.4,304.0,109.0,197.0,21.0,38.6,16.0,1014.0,19.0,0.0,0.0,754.0,290.0,131.0,296.0,557.0,196.0,2016
Irvington,200800,24510200800,2164.0,34886.0,18717.0,563.0,26.0,6.1,838.0,132.0,483.0,119.0,39.9,249.0,1882.0,33.0,41.0,0.0,1210.0,459.0,400.0,539.0,1371.0,254.0,2016
Pigtown,210100,24510210100,2376.0,46250.0,27795.0,647.0,27.2,9.7,1285.0,231.0,287.0,411.0,30.3,745.0,1531.0,28.0,75.0,62.0,835.0,425.0,557.0,418.0,1829.0,129.0,2016
Pigtown,210200,24510210200,2888.0,29653.0,24909.0,969.0,33.6,10.1,1211.0,293.0,485.0,303.0,35.4,1062.0,1658.0,112.0,103.0,56.0,1400.0,625.0,677.0,494.0,2109.0,285.0,2016
Park Heights,230100,24510230100,1850.0,67422.0,39302.0,336.0,18.2,3.2,1114.0,59.0,236.0,443.0,29.0,1053.0,648.0,22.0,55.0,101.0,744.0,295.0,470.0,301.0,1451.0,98.0,2016
Hamilton Lauraville,230200,24510230200,2245.0,103681.0,52858.0,155.0,6.9,2.1,1685.0,47.0,157.0,692.0,29.0,1859.0,236.0,74.0,190.0,67.0,1083.0,501.0,510.0,247.0,1865.0,133.0,2016
Penn Ave,240100,24510240100,3118.0,116848.0,68026.0,152.0,4.9,2.7,2097.0,84.0,206.0,1087.0,34.8,2875.0,70.0,29.0,102.0,95.0,2094.0,1024.0,446.0,435.0,2446.0,237.0,2016
Irvington,240400,24510240400,2985.0,107037.0,50267.0,50.0,1.7,1.5,2146.0,46.0,313.0,899.0,30.8,2701.0,11.0,39.0,187.0,105.0,2071.0,859.0,381.0,349.0,2423.0,213.0,2016
Penn Ave,250102,24510250102,3193.0,38125.0,19391.0,456.0,14.3,7.3,1633.0,232.0,469.0,141.0,30.9,149.0,2979.0,25.0,16.0,40.0,1420.0,635.0,586.0,789.0,2078.0,326.0,2016
Highlandtown,250103,24510250103,3693.0,36017.0,21889.0,637.0,17.2,5.2,1446.0,191.0,794.0,230.0,44.9,2374.0,1044.0,197.0,286.0,7.0,1920.0,754.0,874.0,621.0,2193.0,879.0,2016
Hampden,250203,24510250203,1751.0,32225.0,17160.0,455.0,26.0,2.9,692.0,51.0,296.0,102.0,33.2,253.0,1364.0,42.0,136.0,52.0,377.0,200.0,497.0,505.0,1024.0,222.0,2016
Pigtown,250301,24510250301,2346.0,30625.0,15368.0,787.0,33.5,9.9,726.0,232.0,455.0,71.0,29.7,196.0,2145.0,0.0,33.0,0.0,1176.0,408.0,429.0,777.0,1364.0,205.0,2016
Brooklyn,250401,24510250401,3715.0,41034.0,20545.0,817.0,22.0,7.1,1518.0,264.0,824.0,167.0,37.6,1959.0,1375.0,85.0,488.0,135.0,1958.0,599.0,669.0,893.0,2641.0,181.0,2016
Brooklyn,250402,24510250402,4659.0,32625.0,18407.0,1629.0,35.0,10.9,1851.0,506.0,910.0,119.0,31.1,1277.0,2428.0,274.0,715.0,28.0,1338.0,467.0,1128.0,1453.0,2982.0,224.0,2016
Pimlico,260102,24510260102,4869.0,49228.0,22814.0,561.0,11.5,3.6,2412.0,177.0,1071.0,383.0,39.9,484.0,4229.0,93.0,158.0,63.0,3948.0,1443.0,309.0,1212.0,3082.0,575.0,2016
Irvington,260201,24510260201,5308.0,32458.0,19542.0,898.0,16.9,1.7,2613.0,90.0,1294.0,614.0,36.0,654.0,4280.0,106.0,173.0,152.0,1570.0,611.0,1685.0,978.0,3827.0,503.0,2016
Belair Rd,260301,24510260301,4242.0,35759.0,17469.0,1332.0,31.4,7.1,1638.0,301.0,711.0,297.0,30.9,320.0,3688.0,170.0,22.0,47.0,2387.0,961.0,613.0,1284.0,2622.0,336.0,2016
Belair Rd,260302,24510260302,6353.0,34342.0,18389.0,1743.0,27.4,7.1,2149.0,449.0,1335.0,512.0,36.2,551.0,5698.0,1.0,154.0,0.0,3541.0,1402.0,954.0,1669.0,4001.0,683.0,2016
Hamilton Lauraville,260303,24510260303,890.0,18359.0,16605.0,330.0,37.1,9.4,282.0,84.0,175.0,23.0,34.6,267.0,571.0,22.0,62.0,0.0,295.0,107.0,279.0,203.0,587.0,100.0,2016
Hamilton Lauraville,260401,24510260401,3473.0,32377.0,15179.0,684.0,19.7,7.4,1341.0,256.0,603.0,99.0,32.4,2416.0,353.0,246.0,960.0,46.0,1800.0,697.0,598.0,1071.0,2028.0,374.0,2016
E Monument St,260402,24510260402,2792.0,39393.0,18880.0,686.0,24.6,7.5,1263.0,210.0,456.0,239.0,37.0,114.0,2597.0,57.0,0.0,0.0,1159.0,313.0,824.0,719.0,1761.0,312.0,2016
Highlandtown,260403,24510260403,1743.0,33098.0,20043.0,521.0,29.9,8.3,918.0,145.0,363.0,108.0,29.3,123.0,1588.0,32.0,0.0,0.0,596.0,163.0,566.0,480.0,1172.0,91.0,2016
Greektown,260501,24510260501,5806.0,50280.0,21282.0,626.0,10.8,3.2,2654.0,188.0,986.0,397.0,35.1,4006.0,597.0,139.0,1977.0,100.0,2723.0,1072.0,835.0,1428.0,3558.0,820.0,2016
Pimlico,260605,24510260605,4099.0,37179.0,22146.0,1094.0,26.7,4.5,1522.0,183.0,787.0,260.0,38.1,2535.0,844.0,53.0,1068.0,26.0,2367.0,924.0,796.0,1085.0,2341.0,673.0,2016
Greektown,260700,24510260700,2249.0,43385.0,24350.0,502.0,22.3,1.9,1145.0,42.0,381.0,151.0,31.1,1470.0,77.0,245.0,863.0,67.0,1187.0,475.0,284.0,621.0,1462.0,166.0,2016
Highlandtown,260800,24510260800,2440.0,39750.0,19936.0,655.0,26.8,5.2,1159.0,128.0,332.0,214.0,33.2,1694.0,573.0,66.0,951.0,30.0,773.0,349.0,588.0,546.0,1616.0,278.0,2016
Highlandtown,260900,24510260900,2852.0,86964.0,51751.0,222.0,7.8,2.3,1843.0,65.0,163.0,829.0,32.1,2579.0,136.0,65.0,119.0,65.0,1466.0,674.0,729.0,361.0,2185.0,306.0,2016
Highlandtown,261000,24510261000,3184.0,55455.0,23907.0,588.0,18.5,2.0,1707.0,64.0,305.0,157.0,33.7,1888.0,1034.0,86.0,900.0,0.0,1597.0,543.0,451.0,742.0,2286.0,156.0,2016
Highlandtown,261100,24510261100,1958.0,104091.0,57611.0,202.0,10.3,3.7,1390.0,73.0,142.0,647.0,31.5,1710.0,188.0,18.0,95.0,42.0,1343.0,627.0,279.0,228.0,1601.0,129.0,2016
Hamilton Lauraville,270200,24510270200,1648.0,62891.0,31682.0,159.0,9.6,7.8,894.0,128.0,207.0,296.0,43.7,860.0,616.0,122.0,52.0,6.0,1156.0,482.0,219.0,278.0,1130.0,240.0,2016
Hamilton Lauraville,270301,24510270301,3197.0,70833.0,30984.0,343.0,10.7,4.9,1538.0,156.0,522.0,480.0,45.4,1169.0,1793.0,40.0,192.0,116.0,2377.0,943.0,235.0,551.0,2216.0,430.0,2016
Hamilton Lauraville,270302,24510270302,1926.0,67244.0,28470.0,230.0,11.9,4.5,896.0,87.0,450.0,218.0,44.6,837.0,896.0,44.0,115.0,127.0,1527.0,493.0,172.0,368.0,1303.0,255.0,2016
Hamilton Lauraville,270401,24510270401,6224.0,59053.0,25473.0,896.0,14.4,1.5,3135.0,96.0,1146.0,667.0,38.2,1187.0,4745.0,224.0,113.0,34.0,4674.0,1785.0,450.0,1778.0,3992.0,454.0,2016
Hamilton Lauraville,270402,24510270402,3073.0,70185.0,30471.0,300.0,9.8,4.6,1698.0,140.0,603.0,481.0,36.3,1273.0,1508.0,230.0,59.0,39.0,2775.0,940.0,186.0,636.0,2086.0,351.0,2016
Waverly,270502,24510270502,4151.0,60143.0,35305.0,553.0,13.3,6.8,2268.0,283.0,695.0,580.0,39.4,1611.0,2372.0,111.0,27.0,45.0,3308.0,1278.0,493.0,965.0,2826.0,360.0,2016
Hamilton Lauraville,270600,24510270600,4686.0,58000.0,27892.0,621.0,13.3,5.3,2466.0,247.0,897.0,652.0,40.3,1888.0,2631.0,138.0,37.0,10.0,3853.0,1433.0,377.0,933.0,3130.0,623.0,2016
Pimlico,270702,24510270702,1831.0,39583.0,30888.0,234.0,12.8,5.5,959.0,100.0,377.0,196.0,41.3,589.0,1210.0,19.0,22.0,0.0,821.0,396.0,487.0,377.0,1201.0,253.0,2016
Waverly,270703,24510270703,2650.0,59964.0,30415.0,217.0,8.2,5.1,1561.0,135.0,476.0,570.0,38.5,1681.0,865.0,28.0,111.0,47.0,1729.0,750.0,375.0,438.0,1839.0,373.0,2016
E Monument St,270802,24510270802,5775.0,49273.0,35042.0,919.0,15.9,5.7,2594.0,331.0,1416.0,196.0,37.1,234.0,5331.0,0.0,192.0,37.0,2408.0,890.0,1304.0,1401.0,3683.0,691.0,2016
Penn Ave,270803,24510270803,6950.0,46696.0,22769.0,956.0,13.8,7.4,2927.0,516.0,1264.0,795.0,37.9,535.0,6199.0,50.0,51.0,166.0,3461.0,1078.0,1770.0,1299.0,4474.0,1177.0,2016
Waverly,270804,24510270804,3148.0,48017.0,31621.0,579.0,18.4,5.3,1893.0,168.0,500.0,417.0,36.4,1531.0,1507.0,0.0,278.0,87.0,1208.0,606.0,828.0,658.0,2172.0,318.0,2016
Hampden,270805,24510270805,5299.0,50556.0,26108.0,589.0,11.1,7.4,2296.0,393.0,954.0,602.0,38.0,504.0,4421.0,235.0,175.0,126.0,3469.0,1333.0,661.0,1388.0,3183.0,728.0,2016
Pigtown,270901,24510270901,4074.0,49028.0,25944.0,421.0,10.3,8.7,1919.0,355.0,784.0,256.0,37.1,113.0,3913.0,36.0,81.0,0.0,2238.0,901.0,740.0,802.0,2581.0,691.0,2016
Belair Rd,270902,24510270902,5567.0,61588.0,18761.0,366.0,6.6,5.8,2293.0,324.0,943.0,392.0,24.8,296.0,5054.0,115.0,67.0,79.0,3229.0,1176.0,220.0,950.0,3766.0,851.0,2016
Penn Ave,270903,24510270903,4644.0,43221.0,16374.0,554.0,11.9,5.1,1418.0,236.0,402.0,399.0,21.9,810.0,3461.0,265.0,394.0,70.0,1548.0,686.0,547.0,656.0,3626.0,362.0,2016
Hamilton Lauraville,271002,24510271002,4125.0,34103.0,18360.0,1471.0,35.7,8.9,1362.0,366.0,878.0,282.0,43.1,117.0,3938.0,63.0,80.0,0.0,2239.0,847.0,658.0,954.0,2477.0,694.0,2016
Highlandtown,271101,24510271101,1925.0,44667.0,37297.0,512.0,26.6,3.3,936.0,64.0,226.0,362.0,40.6,975.0,745.0,39.0,20.0,156.0,1000.0,407.0,495.0,322.0,1321.0,282.0,2016
Hampden,271102,24510271102,4431.0,202813.0,31279.0,35.0,0.8,0.4,1047.0,16.0,38.0,292.0,20.6,2959.0,913.0,265.0,230.0,219.0,1167.0,437.0,6.0,321.0,3908.0,202.0,2016
E Monument St,271200,24510271200,6406.0,117258.0,67963.0,382.0,6.0,2.7,3242.0,175.0,358.0,1314.0,42.1,4776.0,966.0,371.0,169.0,207.0,5538.0,1984.0,354.0,1623.0,3794.0,989.0,2016
Greektown,271300,24510271300,2877.0,118281.0,79520.0,176.0,6.1,0.5,1592.0,14.0,76.0,667.0,40.4,2355.0,230.0,92.0,48.0,200.0,1888.0,754.0,438.0,592.0,1774.0,511.0,2016
Hamilton Lauraville,271400,24510271400,3927.0,113011.0,70074.0,341.0,8.7,1.9,1913.0,75.0,168.0,562.0,40.2,3094.0,254.0,142.0,185.0,382.0,2675.0,1027.0,454.0,822.0,2440.0,665.0,2016
Belair Rd,271501,24510271501,4119.0,87688.0,55812.0,329.0,8.0,1.7,2327.0,72.0,164.0,914.0,37.7,3258.0,517.0,75.0,175.0,245.0,2904.0,1111.0,656.0,1043.0,2452.0,624.0,2016
E Monument St,271503,24510271503,922.0,71339.0,73008.0,42.0,4.6,1.1,442.0,10.0,23.0,229.0,65.9,851.0,38.0,6.0,21.0,18.0,820.0,559.0,84.0,64.0,384.0,474.0,2016
Park Heights,271600,24510271600,4681.0,30253.0,17952.0,1581.0,33.8,9.5,1459.0,443.0,1219.0,199.0,38.7,107.0,4477.0,24.0,96.0,0.0,2070.0,618.0,904.0,978.0,3053.0,650.0,2016
Pimlico,271700,24510271700,4887.0,42791.0,21020.0,853.0,17.5,7.4,1967.0,362.0,1518.0,247.0,49.2,187.0,4645.0,26.0,10.0,29.0,2547.0,951.0,881.0,530.0,3185.0,1172.0,2016
Pimlico,271801,24510271801,3219.0,25500.0,21534.0,1083.0,33.6,6.5,1188.0,210.0,628.0,88.0,40.3,58.0,2977.0,122.0,49.0,8.0,1712.0,589.0,671.0,624.0,2031.0,564.0,2016
Pimlico,271802,24510271802,2911.0,28425.0,12596.0,1014.0,34.8,7.6,947.0,220.0,756.0,53.0,41.9,6.0,2864.0,41.0,7.0,0.0,1141.0,395.0,565.0,612.0,1944.0,355.0,2016
Pimlico,271900,24510271900,4072.0,51615.0,27210.0,1050.0,25.8,4.4,1713.0,180.0,650.0,574.0,43.0,1013.0,2883.0,32.0,78.0,50.0,2748.0,1009.0,508.0,803.0,2432.0,837.0,2016
Penn Ave,280101,24510280101,4093.0,39940.0,26115.0,1255.0,30.7,4.3,1605.0,176.0,891.0,252.0,39.1,425.0,3568.0,45.0,144.0,0.0,1947.0,704.0,693.0,967.0,2623.0,503.0,2016
Highlandtown,280102,24510280102,6128.0,43864.0,22109.0,1300.0,21.2,4.3,2192.0,264.0,1154.0,774.0,50.7,206.0,5853.0,0.0,59.0,0.0,3830.0,1375.0,967.0,1074.0,3541.0,1513.0,2016
Waverly,280302,24510280302,2377.0,40212.0,28363.0,587.0,24.7,5.5,1097.0,131.0,482.0,217.0,36.0,127.0,2220.0,18.0,13.0,6.0,771.0,301.0,756.0,615.0,1519.0,243.0,2016
Pimlico,280401,24510280401,3693.0,52176.0,27838.0,444.0,12.0,6.3,1786.0,231.0,690.0,428.0,44.2,500.0,3063.0,124.0,57.0,0.0,2252.0,861.0,631.0,707.0,2442.0,544.0,2016
